,Popularity,Country/ Region,Term,Full Form | Definition | Meaning,Main Category,Subcategory
12817,40,Worldwide, MLC , Megalencephalic Leukoencephalopathy with subcortical Cysts ,Medical,Diseases & Conditions
12818,40,Worldwide, MLC , Mixed Lymphocyte Culture ,Medical,Tests
12819,40,India, MLC , Maharashtra Legislative Council ,Governmental,Firms & Organizations
12820,30,Worldwide, MLC , Multi-Layer Composite ,Academic & Science,Architecture & Constructions
12821,30,Mauritius, MLC , Mauritius Labour Congress ,Associations & Organizations,Trade Associations
12822,30,United States, MLC , Midwest Lacrosse Conference ,Associations & Organizations,Sports & Recreation Organizations
12823,30,Worldwide, MLC , Machine Learning Control ,Technology,Tech Terms
12824,30,Worldwide, MLC , Military Load Classification ,Governmental,Military
12825,20,United States, MLC , Mono Lake Committee ,Associations & Organizations,Environment & Nature Organizations
12826,20,Myanmar, MLC , Myanmar Language Commission ,Governmental,Departments & Agencies
12827,20,United States, MLC , Metropolitan Learning Center ,Academic & Science,Universities & Institutions
12828,20,United States, MLC , Metropolitan Learning Center ,Academic & Science,Universities & Institutions
12829,20,United Kingdom, MLC , Motor Landing Craft ,Governmental,Military
12830,30,Worldwide, MLDT , Mean Logistics Delay Time ,Academic & Science,Units
12831,90,Worldwide, MLS , Major League Soccer ,Sports & Games,American Football
12832,80,Worldwide, MLS , Multiple Listing Service ,Business,Business Terms
12833,60,Worldwide, MLS , Medical Laboratory Scientist ,Medical,Healthcare
12834,60,Worldwide, MLS , Microwave Limb Sounder ,Academic & Science,Astronomy & Space Science
12835,50,Worldwide, MLS , Master of Library Science ,Academic & Science,Academic Degrees
12836,50,Worldwide, MLS , MultiLevel Security ,Computing,Security
12837,50,Worldwide, MLS , Master of Labour Studies ,Academic & Science,Courses
12838,50,Worldwide, MLS , Medical Laboratory Science ,Medical,Healthcare
12839,50,Worldwide, MLS , Microwave Landing System ,Transport & Travel,Air Transport
12840,50,Worldwide, MLS , Multi-Layer Steel ,Technology,Automotive
12841,40,Worldwide, MLS , Master of Liberal Studies ,Academic & Science,Academic Degrees
12842,40,Worldwide, MLS , Master of Legal Studies ,Academic & Science,Academic Degrees
12843,40,Worldwide, MLS , Maximum Length Sequence ,Technology,Tech Terms
12844,40,Worldwide, MLS , Messaging Layer Security ,Computing,Security
12845,40,Worldwide, MLS , Mozilla Location Service ,Computing,Internet
12846,40,Canada, MLS , Maritime Launch Services ,Business,Companies & Corporations
12847,40,Germany, MLS , Martin-Luther-Schule ,Academic & Science,Universities & Institutions
12848,40,India, MLS , Malasa ,Transport & Travel,IRCTC Station Codes
12849,30,Greece, MLS , Making Life Simple ,Business,Companies & Corporations
12850,30,Worldwide, MLS , MultiLayer Switch ,Computing,Networking
12851,30,United States, MLS , Miles City Airport ,Transport & Travel,Airport Codes
12852,20,United States, MLS , Martin Luther School ,Academic & Science,Universities & Institutions
12853,20,United States, MLS , Michigan Lutheran Seminary ,Academic & Science,Universities & Institutions
12854,100,Worldwide, mm , millimetre ,Academic & Science,Units
12855,90,Myanmar, MM , Myanmar (Burma) ,Regional,Countries
12856,50,Worldwide, MM , Mint Mark ,Regional,Currencies
12857,50,Worldwide, MM , Multiple Myeloma ,Medical,Diseases & Conditions
12858,50,Worldwide, MM , Master of Management ,Academic & Science,Academic Degrees
12859,40,Worldwide, MM , Mass Media ,News & Entertainment,News
12860,40,Worldwide, MM , Marketing Manager ,Business,Job Titles
12861,40,Worldwide, MM , Midtown Madness ,Computing,Games & Entertainment
12862,40,Worldwide, MM , Molecular Mechanics ,Academic & Science,Chemistry
12863,40,Worldwide, MM , Miu Miu ,Business,Companies & Corporations
12864,40,Italy, MM , Marina Militare ,Governmental,Military
12865,40,India, MM , Malayala Manorama ,Business,Companies & Corporations
12866,30,Myanmar, mm , Myanmar (TLD) ,Computing,Domain Names (TLD)
12867,30,Worldwide, MM , Money Market ,Business,Finance
12868,30,Worldwide, MM , Memory Management ,Computing,General Computing
12869,30,Singapore, MM , Minister Mentor ,Governmental,Titles
12870,80,Worldwide, MMA , Mixed Martial Arts ,Sports & Games,Martial Arts
12871,40,India, MMA , Macro Management of Agriculture ,Governmental,Policies & Programs
12872,40,Worldwide, MMA , Money Market Account ,Business,Finance
12873,30,United States, MMA , Massachusetts Maritime Academy ,Academic & Science,Universities & Institutions
12874,20,United States, MMA , Marine Military Academy ,Academic & Science,Universities & Institutions
12875,20,United States, MMA , Massanutten Military Academy ,Academic & Science,Universities & Institutions
12876,20,United States, MMA , Medicare Modernization Act ,Governmental,Law & Legal
12877,10,Canada, MMA , Maritime Museum of the Atlantic ,Regional,Buildings & Landmarks
12878,10,Worldwide, MMA , Maxillomandibular Advancement ,Medical,Diseases & Conditions
12879,10,India, MMA , Muhammadabad ,Transport & Travel,Railway Station Codes
12880,30,Worldwide, MMB , Middle Mouse Button ,Computing,Hardware
12881,20,Worldwide, MMB , Milk Marketing Board ,Business,Business Terms
12882,20,Worldwide, MMB , Multimedia Builder ,Computing,Software & Applications
12883,20,Japan, MMB , Memanbetsu Airport ,Transport & Travel,Airport Codes
12884,40,Worldwide, MMBtu , One Thousand Thousand British thermal units (One Million British thermal units) ,Academic & Science,Units
12885,80,Worldwide, MMC , MultiMediaCard ,Computing,Data Storage 
12886,80,Worldwide, mmHg , millimeters of Mercury ,Academic & Science,Units
12887,10,United States, MMHG , Mayflower Municipal Health Group ,Associations & Organizations,Regional Organizations
12888,50,India, MMID , Mobile Money Identifier ,Business,Banking
12889,80,Worldwide, MMO , Massively Multiplayer Online ,Technology,Internet
12890,50,United States, MMO , Minimum Municipal Obligation ,Governmental,Rules & Regulations
12891,40,Worldwide, MMO , Mixed Metal Oxide ,Academic & Science,Chemistry
12892,50,Worldwide, MMORPG , Massively Multiplayer Online Role-Playing Game ,Computing,Games & Entertainment
12893,70,Worldwide, MMR , Master of Marketing Research ,Academic & Science,Academic Degrees
12894,30,Worldwide, MMR ," Measles, Mumps, and Rubella ",Medical,Medicines & Drugs
12895,30,United States, MMR , Massachusetts Military Reservation ,Governmental,Military
12896,20,Worldwide, MMR , Mismatch Repair ,Medical,Genetics
12897,70,India, MMRDA , Mumbai Metropolitan Region Development Authority ,Governmental,Departments & Agencies
12898,100,Worldwide, MMS , Multimedia Messaging Service ,Technology,Communication
12899,80,Worldwide, MMS , Microsoft Media Server ,Computing,Protocols
12900,40,United States, MMS , Massachusetts Medical Society ,Associations & Organizations,Medical Organizations
12901,20,United Kingdom, MMS , Matra Marconi Space ,Business,Companies & Corporations
12902,40,Worldwide, MMSCMD , Million Metric Standard Cubic Meter per Day ,Academic & Science,Units
12903,50,South Africa, MMTS , Mechanical and Machine Tool Services ,Business,Companies & Corporations
12904,20,India, MMTS , Multi-Modal Transport System ,Transport & Travel,Land Transport
12905,70,Worldwide, MNC , Multinational Corporation ,Business,Companies & Corporations
12906,50,Worldwide, MNC , Mobile Network Code ,Technology,Specifications & Standards
12907,40,Congo-Kinshasa, MNC , Mouvement National Congolais ,Governmental,Politics
12908,20,Indonesia, MNC , Media Nusantara Citra ,Business,Companies & Corporations
12909,10,Worldwide, MNC , Medium Neutral Citation ,Governmental,Law & Legal
12910,30,Worldwide, MNP , Mobile Number Portability ,Technology,Specifications & Standards
12911,20,Worldwide, MNP , Microcom Networking Protocol ,Computing,Protocols
12912,40,India, MNRE , Ministry of New and Renewable Energy ,Governmental,Departments & Agencies
12913,30,Worldwide, MNRE , Ministry of Natural Resources and Environment ,Governmental,Departments & Agencies
12914,20,Swaziland, MNRE , Ministry of Natural Resources and Energy ,Governmental,Departments & Agencies
12915,70,Worldwide, mnt , Mount ,Computing,General Computing
12916,50,Mongolia, MNT , Tugrik ,Regional,Currencies
12917,40,Worldwide, MNT , Molecular Nanotechnology ,Technology,Tech Terms
12918,40,Worldwide, MNT , Medical Nutrition Therapy ,Medical,Treatments & Procedures
12919,30,Worldwide, MNT , Medical News Today ,Computing,Internet
12920,30,United States, MNT , Minto Al Wright Airport ,Transport & Travel,Airport Codes
12921,100,United States, MO , Missouri ,Regional,States & Districts
12922,80,Macao, MO , Macau ,Regional,Provinces
12923,80,Worldwide, MO , Money Order ,Governmental,Departments & Agencies
12924,80,Worldwide, mo , month ,Academic & Science,Units
12925,60,Worldwide, MO , Medical Officer ,Medical,Healthcare
12926,60,Worldwide, MO , Modus Operandi ,Governmental,Police
12927,50,United States, MO ," Altria Group, Inc. ",Business,NYSE Symbols
12928,50,Worldwide, Mo , Molybdenum ,Academic & Science,Chemistry
12929,40,Canada, MO , Calm Air ,Transport & Travel,Airline Codes
12930,40,Moldova, mo , Moldovan ,Regional,Language Codes
12931,30,Macao, mo , Macau (TLD) ,Computing,Domain Names (TLD)
12932,100,Worldwide, Mobile , Mobile phone ,Technology,Instruments & Devices
12933,20,United States, MOBILE , Mid-Ohio Board for an Independent Living Environment ,Associations & Organizations,Regional Organizations
12934,10,India, MobME , Mobile Media & Entertainment ,Business,Companies & Corporations
12935,80,Worldwide, Mobo , Motherboard ,Computing,Hardware
12936,30,United Kingdom, MOBO , Music Of Black Origin ,Society & Culture,Awards
12937,100,Worldwide, Modem , MODulator-DEModulator ,Computing,Networking
12938,40,India, MODVAT , Modified Value Added Tax ,Governmental,Rules & Regulations
12939,40,India, MoEF , Ministry of Environment and Forests ,Governmental,Departments & Agencies
12940,20,Worldwide, MOEF , Mid-Ocean Escort Force ,Governmental,Military
12941,60,India, MoEFCC ," Ministry of Environment, Forest and Climate Change ",Governmental,Departments & Agencies
12942,70,India, MoHFW , Ministry of Health and Family Welfare ,Governmental,Departments & Agencies
12943,80,Worldwide, Mojo , noun: a magic power or magic spell ,Academic & Science,Language & Linguistics
12944,20,United Kingdom, MOJO , Miscarriage of Justice Organisation ,Associations & Organizations,Regional Organizations
12945,20,United States, MOJO , Mystic Order of the Jazz Obsessed ,Associations & Organizations,Regional Organizations
12946,100,Worldwide, MOKE , Magneto-optic Kerr Effect ,Academic & Science,Physics
12947,40,India, MoLE , Ministry of Labour and Employment ,Governmental,Departments & Agencies
12948,20,Worldwide, MOLE , Military Overlay Editor ,Governmental,Military
12949,60,Worldwide, MOM , Manufacturing Operations Management ,Business,Business Terms
12950,50,India, MOM , Mars Orbiter Mission ,Academic & Science,Astronomy & Space Science
12951,50,Worldwide, MOM , Microsoft Operations Manager ,Computing,Software & Applications
12952,50,Worldwide, MOM , Message-Oriented Middleware ,Computing,Software & Applications
12953,40,Worldwide, Mom , Momentary switch ,Academic & Science,Electrical
12954,40,Worldwide, MoM , Man of the Match ,Sports & Games,Cricket
12955,30,Worldwide, MoM , Month-over-Month ,Business,Business Terms
12956,20,Mauritania, MOM , Letfotar Airport ,Transport & Travel,Airport Codes
12957,20,Hungary, MOM , Magyar Optikai Muvek ,Business,Companies & Corporations
12958,40,Congo-Kinshasa, MONUSCO , Mission de l'Organisation des Nations Unies pour la stabilisation en République démocratique du Congo ,Associations & Organizations,United Nations
12959,70,Worldwide, MOOC , Massive Open Online Course ,Computing,Internet
12960,40,Worldwide, MOOTW , Military Operations Other Than War ,Governmental,Military
12961,90,Worldwide, MOQ , Minimum Order Quantity ,Business,Business Terms
12962,40,Worldwide, MoQ , Metaphysics of Quality ,Arts,Literary arts
12963,40,Madagascar, MOQ , Morondava Airport ,Transport & Travel,Airport Codes
12964,30,Worldwide, Moq , Christian Horace Benedict Alfred Moquin-Tandon ,Society & Culture,Celebrities & Famous
12965,40,Worldwide, MOR , Middle of the Road ,News & Entertainment,Music
12966,30,Worldwide, MOR , Mid-Ocean Ridge ,Academic & Science,Ocean Science
12967,30,China, MOR , Ministry of Railways ,Transport & Travel,Rail Transport
12968,20,Worldwide, MOR , Modulus of Rupture ,Academic & Science,Engineering
12969,20,Pakistan, MoR , Ministry of Railway ,Transport & Travel,Rail Transport
12970,10,United States, MOR , Masters Of Reality ,News & Entertainment,Music
12971,10,United States, MOR , Moore-Murrell Airport ,Transport & Travel,Airport Codes
12972,60,Worldwide, MOSFET , Metal-Oxide Semiconductor Field-Effect Transistor ,Academic & Science,Electronics
12973,40,India, MOSPI , Ministry of Statistics and Programme Implementation ,Governmental,Departments & Agencies
12974,50,Israel, Mossad , HaMossad leModiʿin uleTafkidim Meyuḥadim ,Governmental,Security & Defence
12975,60,Worldwide, MOT , Ministry of Transport ,Governmental,Departments & Agencies
12976,50,Worldwide, MOT , Management of Technology ,Business,Business Management
12977,50,United States, MOT , Motorola ,Business,NYSE Symbols
12978,30,United States, MOT , Museum of Tolerance ,Regional,Buildings & Landmarks
12979,20,United States, MOT , Minot International Airport ,Transport & Travel,Airport Codes
12980,10,United States, MOT , Museum of Transportation ,Regional,Buildings & Landmarks
12981,10,Worldwide, MOT , Magneto-Optical Trap ,Technology,Instruments & Devices
12982,80,Worldwide, Motorola , from Motor and Victrola - as originally they made car radios ,Business,Companies & Corporations
12983,90,Worldwide, MOU , Memorandum Of Understanding ,Business,Business Terms
12984,40,Worldwide, MOU , Minutes Of Use ,Technology,Communication
12985,30,United States, MOU , Mountain Village Airport ,Transport & Travel,Airport Codes
12986,50,India, MoUD , Ministry of Urban Development ,Governmental,Departments & Agencies
12987,100,Worldwide, Mouse ," name is derived from its shape, which resembles a mouse ",Computing,Hardware
12988,70,United States, MOUSE , Making Opportunities for Upgrading Schools and Education ,Associations & Organizations,Educational Organizations
12989,80,Worldwide, mov , QuickTime Movie ,Computing,File Extensions
12990,40,Worldwide, MOV , Metal Oxide Varistor ,Academic & Science,Electronics
12991,80,Worldwide, MP , Member of Parliament ,Governmental,Titles
12992,70,Northern Mariana Islands, MP , Northern Mariana Islands ,Regional,Postal Codes
